Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4085        -331.8892    -335.2263       3.3370   353.7
0.4090        -331.9024    -335.1894       3.2870   348.3
0.4095        -331.9159    -335.1879       3.2719   346.8
0.4100        -331.9299    -335.2176       3.2877   348.4
0.4105        -331.9442    -335.2671       3.3229   352.1
0.4110        -331.9584    -335.3216       3.3632   356.4
0.4115        -331.9724    -335.3704       3.3980   360.1
0.4120        -331.9866    -335.4084       3.4218   362.6
0.4125        -332.0001    -335.4388       3.4387   364.4
0.4130        -332.0142    -335.4746       3.4604   366.7
0.4135        -332.0293    -335.5266       3.4973   370.6
0.4140        -332.0455    -335.5957       3.5502   376.2
0.4145        -332.0628    -335.6735       3.6107   382.7
0.4150        -332.0808    -335.7462       3.6654   388.4
0.4155        -332.0996    -335.8009       3.7013   392.3
0.4160        -332.1185    -335.8290       3.7105   393.2
0.4165        -332.1376    -335.8291       3.6914   391.2
0.4170        -332.1570    -335.8045       3.6475   386.6
0.4175        -332.1763    -335.7625       3.5862   380.1
0.4180        -332.1960    -335.7128       3.5168   372.7
0.4185        -332.2158    -335.6619       3.4461   365.2
0.4190        -332.2356    -335.6129       3.3773   357.9
0.4195        -332.2555    -335.5648       3.3092   350.7
0.4200        -332.2749    -335.5123       3.2374   343.1
0.4205        -332.2934    -335.4529       3.1595   334.8
0.4210        -332.3109    -335.3905       3.0796   326.4
0.4215        -332.3278    -335.3354       3.0076   318.7
0.4220        -332.3440    -335.2981       2.9540   313.1
0.4225        -332.3603    -335.2867       2.9264   310.1
0.4230        -332.3765    -335.3023       2.9258   310.1
0.4235        -332.3931    -335.3369       2.9438   312.0
0.4240        -332.4088    -335.3749       2.9661   314.3
0.4245        -332.4243    -335.4052       2.9809   315.9
0.4250        -332.4388    -335.4228       2.9840   316.2
0.4255        -332.4528    -335.4328       2.9800   315.8
0.4260        -332.4670    -335.4434       2.9765   315.4
0.4265        -332.4811    -335.4576       2.9766   315.5
0.4270        -332.4951    -335.4744       2.9793   315.7
0.4275        -332.5089    -335.4897       2.9808   315.9
0.4280        -332.5224    -335.4974       2.9750   315.3
0.4285        -332.5349    -335.4922       2.9573   313.4
0.4290        -332.5465    -335.4760       2.9295   310.5
0.4295        -332.5577    -335.4563       2.8986   307.2
0.4300        -332.5683    -335.4421       2.8739   304.6
0.4305        -332.5781    -335.4433       2.8652   303.6
0.4310        -332.5883    -335.4690       2.8807   305.3
0.4315        -332.5985    -335.5211       2.9226   309.7
0.4320        -332.6090    -335.5933       2.9843   316.3
0.4325        -332.6192    -335.6728       3.0536   323.6
0.4330        -332.6294    -335.7470       3.1177   330.4
0.4335        -332.6393    -335.8057       3.1664   335.6
0.4340        -332.6493    -335.8414       3.1921   338.3
0.4345        -332.6589    -335.8485       3.1896   338.0
0.4350        -332.6682    -335.8252       3.1570   334.6
0.4355        -332.6761    -335.7765       3.1004   328.6
0.4360        -332.6832    -335.7213       3.0382   322.0
0.4365        -332.6903    -335.6858       2.9955   317.5
0.4370        -332.6984    -335.6901       2.9917   317.0
0.4375        -332.7074    -335.7359       3.0285   321.0
0.4380        -332.7174    -335.8043       3.0869   327.1
0.4385        -332.7269    -335.8623       3.1354   332.3
0.4390        -332.7352    -335.8823       3.1471   333.5
0.4395        -332.7420    -335.8532       3.1112   329.7
0.4400        -332.7478    -335.7840       3.0362   321.8
0.4405        -332.7528    -335.6961       2.9433   311.9
0.4410        -332.7577    -335.6152       2.8574   302.8
0.4415        -332.7631    -335.5599       2.7968   296.4
0.4420        -332.7679    -335.5371       2.7693   293.5
0.4425        -332.7723    -335.5476       2.7753   294.1
0.4430        -332.7763    -335.5896       2.8133   298.1
0.4435        -332.7802    -335.6598       2.8797   305.2
0.4440        -332.7845    -335.7504       2.9659   314.3
0.4445        -332.7889    -335.8427       3.0539   323.6
0.4450        -332.7927    -335.9119       3.1192   330.6
0.4455        -332.7960    -335.9375       3.1416   332.9
0.4460        -332.7974    -335.9120       3.1147   330.1
0.4465        -332.7980    -335.8498       3.0518   323.4
0.4470        -332.7979    -335.7777       2.9798   315.8
0.4475        -332.7986    -335.7254       2.9268   310.2
0.4480        -332.8000    -335.7076       2.9076   308.1
0.4485        -332.8019    -335.7208       2.9189   309.3
0.4490        -332.8036    -335.7495       2.9459   312.2
0.4495        -332.8046    -335.7766       2.9720   315.0
0.4500        -332.8047    -335.7906       2.9859   316.4
0.4505        -332.8040    -335.7888       2.9848   316.3
0.4510        -332.8026    -335.7771       2.9745   315.2
0.4515        -332.8010    -335.7655       2.9645   314.2
0.4520        -332.7993    -335.7637       2.9644   314.2
0.4525        -332.7975    -335.7782       2.9808   315.9
0.4530        -332.7954    -335.8122       3.0168   319.7
0.4535        -332.7931    -335.8648       3.0717   325.5
0.4540        -332.7909    -335.9329       3.1420   333.0
0.4545        -332.7887    -336.0103       3.2216   341.4
0.4550        -332.7865    -336.0885       3.3020   349.9
0.4555        -332.7844    -336.1570       3.3726   357.4
0.4560        -332.7818    -336.2038       3.4219   362.6
0.4565        -332.7790    -336.2225       3.4434   364.9
0.4570        -332.7761    -336.2149       3.4389   364.4
0.4575        -332.7730    -336.1901       3.4171   362.1
0.4580        -332.7702    -336.1613       3.3911   359.4
0.4585        -332.7679    -336.1409       3.3730   357.5
0.4590        -332.7663    -336.1353       3.3690   357.0
0.4595        -332.7650    -336.1428       3.3778   358.0
0.4600        -332.7648    -336.1558       3.3910   359.4
0.4605        -332.7640    -336.1606       3.3966   360.0
0.4610        -332.7629    -336.1494       3.3866   358.9
0.4615        -332.7620    -336.1210       3.3590   356.0
0.4620        -332.7606    -336.0792       3.3186   351.7
0.4625        -332.7592    -336.0336       3.2744   347.0
0.4630        -332.7584    -335.9935       3.2351   342.8
0.4635        -332.7578    -335.9628       3.2050   339.7
0.4640        -332.7573    -335.9414       3.1841   337.4
0.4645        -332.7567    -335.9290       3.1723   336.2
0.4650        -332.7562    -335.9251       3.1689   335.8
0.4655        -332.7552    -335.9274       3.1721   336.2
0.4660        -332.7548    -335.9332       3.1784   336.8
0.4665        -332.7542    -335.9350       3.1809   337.1
0.4670        -332.7533    -335.9235       3.1702   336.0
0.4675        -332.7521    -335.8931       3.1410   332.9
0.4680        -332.7497    -335.8443       3.0945   328.0
0.4685        -332.7477    -335.7856       3.0379   322.0
0.4690        -332.7450    -335.7267       2.9817   316.0
0.4695        -332.7423    -335.6796       2.9372   311.3
0.4700        -332.7398    -335.6517       2.9119   308.6
0.4705        -332.7378    -335.6420       2.9041   307.8
0.4710        -332.7352    -335.6400       2.9049   307.8
0.4715        -332.7320    -335.6364       2.9044   307.8
0.4720        -332.7282    -335.6244       2.8962   306.9
0.4725        -332.7237    -335.6012       2.8776   305.0
0.4730        -332.7184    -335.5702       2.8518   302.2
0.4735        -332.7129    -335.5383       2.8254   299.4
0.4740        -332.7072    -335.5116       2.8044   297.2
0.4745        -332.7009    -335.4938       2.7928   296.0
0.4750        -332.6947    -335.4883       2.7936   296.1
0.4755        -332.6876    -335.4954       2.8077   297.6
0.4760        -332.6801    -335.5154       2.8353   300.5
0.4765        -332.6722    -335.5477       2.8755   304.7
0.4770        -332.6641    -335.5868       2.9228   309.7
0.4775        -332.6555    -335.6252       2.9698   314.7
0.4780        -332.6463    -335.6571       3.0108   319.1
0.4785        -332.6368    -335.6766       3.0398   322.2
0.4790        -332.6263    -335.6795       3.0532   323.6
0.4795        -332.6154    -335.6691       3.0537   323.6
0.4800        -332.6037    -335.6551       3.0514   323.4
0.4805        -332.5922    -335.6510       3.0589   324.2
0.4810        -332.5810    -335.6643       3.0834   326.8
0.4815        -332.5697    -335.6938       3.1241   331.1
0.4820        -332.5588    -335.7323       3.1735   336.3
0.4825        -332.5472    -335.7667       3.2195   341.2
0.4830        -332.5355    -335.7862       3.2507   344.5
0.4835        -332.5230    -335.7843       3.2613   345.6
0.4840        -332.5094    -335.7632       3.2538   344.8
0.4845        -332.4959    -335.7354       3.2395   343.3
0.4850        -332.4825    -335.7166       3.2341   342.7
0.4855        -332.4693    -335.7211       3.2518   344.6
0.4860        -332.4567    -335.7560       3.2993   349.7
0.4865        -332.4447    -335.8155       3.3708   357.2
0.4870        -332.4328    -335.8838       3.4510   365.7
0.4875        -332.4205    -335.9429       3.5224   373.3
0.4880        -332.4077    -335.9803       3.5726   378.6
0.4885        -332.3947    -335.9932       3.5985   381.4
0.4890        -332.3818    -335.9860       3.6041   382.0
0.4895        -332.3696    -335.9650       3.5954   381.0
0.4900        -332.3583    -335.9357       3.5774   379.1
0.4905        -332.3474    -335.9011       3.5537   376.6
0.4910        -332.3370    -335.8637       3.5267   373.8
0.4915        -332.3268    -335.8269       3.5001   370.9
0.4920        -332.3174    -335.7946       3.4772   368.5
0.4925        -332.3085    -335.7669       3.4584   366.5
0.4930        -332.3001    -335.7402       3.4401   364.6
0.4935        -332.2924    -335.7069       3.4146   361.9
0.4940        -332.2845    -335.6577       3.3732   357.5
0.4945        -332.2757    -335.5904       3.3147   351.3
0.4950        -332.2667    -335.5162       3.2495   344.4
0.4955        -332.2577    -335.4551       3.1974   338.9
0.4960        -332.2497    -335.4273       3.1777   336.8
0.4965        -332.2424    -335.4395       3.1971   338.8
0.4970        -332.2361    -335.4829       3.2467   344.1
0.4975        -332.2298    -335.5342       3.3044   350.2
0.4980        -332.2228    -335.5675       3.3447   354.5
0.4985        -332.2148    -335.5673       3.3525   355.3
0.4990        -332.2058    -335.5349       3.3290   352.8
0.4995        -332.1969    -335.4868       3.2900   348.7
0.5000        -332.1886    -335.4448       3.2562   345.1
0.5005        -332.1808    -335.4234       3.2427   343.7
0.5010        -332.1735    -335.4279       3.2545   344.9
0.5015        -332.1667    -335.4540       3.2873   348.4
0.5020        -332.1596    -335.4909       3.3314   353.0
0.5025        -332.1527    -335.5278       3.3752   357.7
0.5030        -332.1456    -335.5527       3.4071   361.1
0.5035        -332.1385    -335.5559       3.4174   362.2
0.5040        -332.1310    -335.5348       3.4038   360.7
0.5045        -332.1230    -335.4961       3.3730   357.5
0.5050        -332.1152    -335.4539       3.3387   353.8
0.5055        -332.1077    -335.4250       3.3173   351.6
0.5060        -332.1008    -335.4248       3.3240   352.3
0.5065        -332.0949    -335.4591       3.3642   356.5
0.5070        -332.0896    -335.5198       3.4302   363.5
0.5075        -332.0849    -335.5874       3.5025   371.2
0.5080        -332.0801    -335.6361       3.5560   376.9
0.5085        -332.0747    -335.6470       3.5722   378.6
0.5090        -332.0683    -335.6156       3.5473   375.9
0.5095        -332.0625    -335.5574       3.4948   370.4
0.5100        -332.0564    -335.4951       3.4388   364.4
0.5105        -332.0517    -335.4518       3.4001   360.3
0.5110        -332.0481    -335.4353       3.3872   359.0
0.5115        -332.0448    -335.4406       3.3958   359.9
0.5120        -332.0420    -335.4565       3.4146   361.9
0.5125        -332.0393    -335.4711       3.4319   363.7
0.5130        -332.0361    -335.4737       3.4375   364.3
0.5135        -332.0335    -335.4590       3.4255   363.0
0.5140        -332.0302    -335.4264       3.3962   359.9
0.5145        -332.0271    -335.3828       3.3557   355.6
0.5150        -332.0242    -335.3374       3.3132   351.1
0.5155        -332.0217    -335.2993       3.2776   347.4
0.5160        -332.0191    -335.2744       3.2554   345.0
0.5165        -332.0169    -335.2673       3.2504   344.5
0.5170        -332.0148    -335.2763       3.2615   345.6
0.5175        -332.0127    -335.2971       3.2843   348.1
0.5180        -332.0108    -335.3247       3.3138   351.2
0.5185        -332.0087    -335.3530       3.3443   354.4
0.5190        -332.0067    -335.3768       3.3701   357.2
0.5195        -332.0048    -335.3930       3.3883   359.1
0.5200        -332.0029    -335.4003       3.3974   360.0
0.5205        -332.0010    -335.3985       3.3976   360.1
0.5210        -331.9988    -335.3915       3.3927   359.5
0.5215        -331.9970    -335.3866       3.3896   359.2
0.5220        -331.9956    -335.3896       3.3940   359.7
0.5225        -331.9949    -335.4017       3.4069   361.0
0.5230        -331.9945    -335.4190       3.4245   362.9
